SAMPLE_ID,STRUCTURE_ID,MEASURABLE?,SAMPLE_STATUS,SAMPLE_CURRENT_STATUS,TERMINATION_CAUSE,TERMINATION_STEP,TERMINATION_DETAILS,RXN_CHEMISTRY_TYPE,REACTION_SCALE_(mmol),SYNTHESIS_COMMENTS,PREFERRED_LCMS_METHOD,SPE_METHOD,SELECTED_FRACTIONS,VOLUME_COLLECTED_(mL),TOTAL_FRACTIONS_COLLECTED,RECOVERED_SAMPLE_DRY_MASS_(mg),PERCENT_YIELD,%_PURITY_(BY_LCMS),PURIFICATION_COMMENTS,
00YLL22-043-007_IB1,00YLL22-043-007,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L,0,1,,0.00%,,double workup; SAP4 aborted;COI crashing out as collected fraction eluted;;;,
00YLL22-043-007_IB2,00YLL22-043-007,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L,,1,,0.00%,,Send to IO2;COI crashing out as collected fraction eluted;;;,
00YLL22-043-008,00YLL22-043-008,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,54.60%,,,
00YLL22-043-009,00YLL22-043-009,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,14.24,1,16,3.30%,99%,,
00YLL22-043-010_G1,00YLL22-043-010,TRUE,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,10.15,2,1.2,56.90%,11%,Evaporation extended to 2.3 hours on SAP 4 prior to scheduling SAP 6.;;impurity in DA results shows same impurity in RM run. Repurifying sample. ;;,
00YLL22-043-010_G2,00YLL22-043-010,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,22.49,2,20.5,52.80%,98%,"Evaporation extended to 2.3 hours on SAP 4 prior to scheduling SAP 6.;""2nd injection performed; collected 7.04mL into 700001KNB; which was manually combined into first collected fraction for a single PO12 run/vial"";;;",
00YLL22-043-011,00YLL22-043-011,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,15.54,2,15.5,4.60%,100%,,
00YLL22-043-012_HLB_G1,00YLL22-043-012,TRUE,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,7.41,3,1.2,54.90%,100%,send to IO2,
00YLL22-043-012_HLB_G2,00YLL22-043-012,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,14.44,3,14.4,0.00%,100%,,
00YLL22-043-012_MCX,00YLL22-043-012,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,Knoevenagel condensation,0.1,,Xbridge HpH,MCX,F1L/F2S,,0,,68.40%,,did not work up well for cycle 1,
00YLL22-043-013,00YLL22-043-013,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,8.74,1,20.8,26.80%,100%,Evaporation extended to 2.3 hours on SAP 4 prior to scheduling SAP 6.,
00YLL22-043-014_HLB,00YLL22-043-014,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,25.9,3,8.6,,93%,,
00YLL22-043-014_MCX,00YLL22-043-014,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,Knoevenagel condensation,0.1,,Xbridge HpH,MCX,F1L/F2S,,1,,59.90%,,double workup; SAP4 aborted. Send to IO2,
00YLL22-043-015,00YLL22-043-015,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,33.22,4,15.7,0.00%,99%,,
00YLL22-043-016,00YLL22-043-016,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,34.70%,,send to IO2,
00YLL22-043-017,00YLL22-043-017,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,8.13,1,9.6,16.70%,100%,send to IO2,
00YLL22-043-018_HLB,00YLL22-043-018,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,9.16,3,5.5,,100%,,
00YLL22-043-018_MCX,00YLL22-043-018,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,Knoevenagel condensation,0.1,,Xbridge HpH,MCX,F1L/F2S,,0,,11.80%,,extend SPE evap for F3 evap;COI crashing out as fraction eluted;;;,
00YLL22-043-019,00YLL22-043-019,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,5.16,2,3.4,27.80%,90%,,
00YLL22-043-020,00YLL22-043-020,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,8.14,1,8.5,0.00%,99%,did not workup well for cycle 1. Extend SPE evap for F3 evap,
00YLL22-043-021,00YLL22-043-021,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,35.50%,,,
00YLL22-043-022,00YLL22-043-022,TRUE,Failed,Repurification,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,38.28,2,12,21.30%,89%,send to IO2,
00YLL22-043-022_RP,00YLL22-043-022,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,19.08,2,7.2,33.30%,92%,Evaporation extended to 2.3 hours on SAP 4 prior to scheduling SAP 6.,
00YLL22-043-023,00YLL22-043-023,TRUE,Failed,Repurification,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,27.79,2,11,11.80%,60%,,
00YLL22-043-023_RP,00YLL22-043-023,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,5.6,3,3.9,37.70%,95%,,
00YLL22-043-024,00YLL22-043-024,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,33,2,9.9,0.00%,92%,,
00YLL22-043-025,00YLL22-043-025,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,66.50%,,double workup; SAP4 aborted. Send to IO2;COI crashing out as collected fraction eluted;;;,
00YLL22-043-026,00YLL22-043-026,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,9.34,1,20.3,67.50%,99%,,
00YLL22-043-027,00YLL22-043-027,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,54.2,2,19.6,59.30%,100%,send to IO2,
00YLL22-043-028,00YLL22-043-028,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,14.23,1,17.2,0.00%,100%,,
00YLL22-043-029,00YLL22-043-029,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,56.10%,,,
00YLL22-043-030,00YLL22-043-030,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,8.73,2,15.5,53.30%,100%,to IO2,
00YLL22-043-031,00YLL22-043-031,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,9.97,1,17.4,0.00%,100%,,
00YLL22-043-032,00YLL22-043-032,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,39.10%,,;COI crashed out as collected fraction eluting;;;,
00YLL22-043-033,00YLL22-043-033,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,10.1,1,11.6,62.30%,100%,,
00YLL22-043-034,00YLL22-043-034,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,12.01,1,17.2,0.00%,99%,send to IO2,
00YLL22-043-035,00YLL22-043-035,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,42.60%,,,
00YLL22-043-036,00YLL22-043-036,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F1S,10.97,1,13.1,0.00%,99%,,
00YLL22-043-037,00YLL22-043-037,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,0.00%,,send to IO2;COI crasing out as collected fraction eluted;;;,
00YLL22-043-037_S2,00YLL22-043-037,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,0.00%,,Send to IO2,
00YLL22-043-038,00YLL22-043-038,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,21.60%,,,
00YLL22-043-038_S2,00YLL22-043-038,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,2L/1S,15,5,6.8,0.00%,97%,,
00YLL22-043-039,00YLL22-043-039,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,8.80%,,,
00YLL22-043-040,00YLL22-043-040,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,1.65,1,2.6,47.30%,100%,,
00YLL22-043-041,00YLL22-043-041,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F1S,13.08,1,12.4,0.00%,100%,extend evap for F3,
00YLL22-043-042,00YLL22-043-042,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,0.00%,,did not work up very well; run Cycle 2. All fractions stored in white cabinet ; no COI detected,
00YLL22-043-043,00YLL22-043-043,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,5.30%,,,
00YLL22-043-044,00YLL22-043-044,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,13.53,1,13.2,59.40%,100%,,
00YLL22-043-045,00YLL22-043-045,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,14.38,1,16.4,56.10%,98%,extend evap for F3,
00YLL22-043-046,00YLL22-043-046,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,9.07,1,15,53.00%,100%,,
00YLL22-043-047,00YLL22-043-047,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,24.88,1,14.7,0.00%,99%,send to IO2,
00YLL22-043-048,00YLL22-043-048,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,0.00%,,send to IO2;;resubmit MRV if net weight below 5mg;;,
00YLL22-043-049,00YLL22-043-049,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,61.30%,,extended evap; send to IO2;;rerunning MRV due to low yield from first attempt;;,
00YLL22-043-050,00YLL22-043-050,TRUE,Failed,Repurification,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,13.32,1,20,79.90%,87%,extend SPE evap for F3 evap,
00YLL22-043-050_RP,00YLL22-043-050,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,14.1,1,20,0.00%,95%,,
00YLL22-043-051,00YLL22-043-051,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,5.70%,,,
00YLL22-043-052,00YLL22-043-052,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,12.78,1,13.2,0.00%,100%,,
00YLL22-043-053,00YLL22-043-053,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,18.90%,,send to IO2,
00YLL22-043-054,00YLL22-043-054,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,7.37,2,5,43.30%,100%,,
00YLL22-043-055,00YLL22-043-055,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,8.63,1,14.3,0.00%,100%,,
00YLL22-043-056,00YLL22-043-056,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,45.20%,,F3 lost during dry down on V10 due to operator error.,
00YLL22-043-057,00YLL22-043-057,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,10.94,2,14.7,0.00%,100%,Did not work up very well,
00YLL22-043-058,00YLL22-043-058,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,53.80%,,send to IO2;COI crashing out as collected fraction eluted;resubmit MRV if net weight below 5mg;;,
00YLL22-043-059,00YLL22-043-059,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,13,1,15.1,28.70%,100%,extended evap for F3;COI crashing out as collected fraction eluted;rerunning MRV due to low yield from first attempt;;,
00YLL22-043-060,00YLL22-043-060,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,9.78,1,9.5,0.00%,100%,,
00YLL22-043-061,00YLL22-043-061,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,79.00%,,,
00YLL22-043-062,00YLL22-043-062,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,mass better detected by 214nm signal,Gemini LpH,HLB,F3L/F4S,14.09,1,19.6,6.70%,100%,to IO2,
00YLL22-043-063,00YLL22-043-063,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,10.49,1,17.2,32.00%,98%,extend SPE evap for F3 evap,
00YLL22-043-064,00YLL22-043-064,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,8.17,1,11.6,0.00%,92%,extend SPE evap for F3 evap,
00YLL22-043-065,00YLL22-043-065,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,26.70%,,,
00YLL22-043-066,00YLL22-043-066,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,8.98,1,8.6,54.30%,100%,,
00YLL22-043-067,00YLL22-043-067,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,12.17,1,13.7,5.10%,100%,,
00YLL22-043-068,00YLL22-043-068,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,8.54,1,14.6,0.00%,100%,"Send to IO2Send to IO2;""COI eluting at 7min. MS Threshold 18K; COI reached 20K. Main peak mass=420"";;;",
00YLL22-043-069,00YLL22-043-069,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,0.00%,,to IO2,
00YLL22-043-070,00YLL22-043-070,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,78.70%,,Send to IO2;COI crashing out as collected fraction eluted;;;,
00YLL22-043-071,00YLL22-043-071,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F1S,11.7,1,18.6,0.00%,100%,,
00YLL22-043-072,00YLL22-043-072,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,67.40%,,extend SPE evap for F3 evap,
00YLL22-043-073,00YLL22-043-073,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,11.18,1,17.8,0.00%,100%,Send to IO2,
00YLL22-043-074,00YLL22-043-074,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,42.40%,,"send to IO2;Poor peak shape;""added MeOH to confirm dryness post initial ",
00YLL22-043-075,00YLL22-043-075,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,10.18,1,11.2,46.70%,100%,"PO12 "";;",
00YLL22-043-076,00YLL22-043-076,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,25.27,1,12.4,0.00%,100%,Send to IO2,
00YLL22-043-077,00YLL22-043-077,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,43.10%,,,
00YLL22-043-078,00YLL22-043-078,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,10.7,1,10.7,0.00%,95%,,
00YLL22-043-079,00YLL22-043-079,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,48.00%,,,
00YLL22-043-080,00YLL22-043-080,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,22.44,1,12.6,61.80%,100%,"SAP4 bug; resubmit sample next day; double work up;;""sample dry and papery; confirmed dry at 80% yield. Crude RM shows 77% conversion"";;",
00YLL22-043-081,00YLL22-043-081,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,11.33,1,18.8,0.00%,100%,extend SPE evap for F3 evap,
00YLL22-043-082,00YLL22-043-082,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,55.50%,,Send to IO2. Resubmit MRV if <5mg purified sample post-PO12;poor COI ionization;;;,
00YLL22-043-083,00YLL22-043-083,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,9.83,1,13.9,64.30%,100%,,
00YLL22-043-084,00YLL22-043-084,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,10.06,1,16.1,0.00%,100%,extend SPE evap for F3 evap,
00YLL22-043-085_S2,00YLL22-043-085,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,0.00%,,"manually included F4 instead of F1;;""SAP8 dropped aliquot 2 rack so some volume spilled out. Around 1ml left. ",
00YLL22-043-086,00YLL22-043-086,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,0.00%,,";;
send to IO2; evp offline to resubmit to SAP6""",
00YLL22-043-087,00YLL22-043-087,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,0.00%,,"Manually added F4 as small instead of F1;;;""rerun QC; SAP5-1 misconfigured"";",
00YLL22-043-088,00YLL22-043-088,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,74.60%,,"Manually added F4 as small instead of F1;""manual PurLCMS run; HPLC vial used in SIS; manual PO12 run/collected fraction realized"";;""rerun QC; SAP5-1 misconfigured"";",
00YLL22-043-089,00YLL22-043-089,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,12.45,1,19.8,0.00%,97%,;SAP6-2;;;,
00YLL22-043-090,00YLL22-043-090,,Failed,Terminated,System/Automation Error,SPE (SAP4),LCMS detection issue,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,0.00%,,";;""SAP8 dropped second aliquot rack; causing volume to spill out. ",
00YLL22-043-091,00YLL22-043-091,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,35.60%,,";;
;SAP6-1 flow modulator failed to switch once sample was injected. Manually recovered/uploaded data to run. 1 fraction manually collected/discard;;SPE sample string attached to DA run..?;
SAP4 froze while meta was spamming for ~45min. SAP4 needed a rack

sample submitted as LUK-PE0036-007; 0.5x Prop Impurity present. Extend evap in SAP4"";sample submitted as LUK-PE0036-007;;;",
00YLL22-043-092,00YLL22-043-092,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,8.21,2,11.8,69.50%,99%,run submitted LUK-PE0046_008,
00YLL22-043-093,00YLL22-043-093,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,12.36,1,17.4,41.10%,100%,";""LpH; ",
00YLL22-043-094,00YLL22-043-094,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,9.86,1,10.7,24.70%,99%,"Sample submitted as LUK-PE0046_008"";;;",
00YLL22-043-095,00YLL22-043-095,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,9.42,1,6.1,12.70%,100%,Testing SAP4 solvent system,
00YLL22-043-096,00YLL22-043-096,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,8.06,1,3,43.20%,100%,0.5x Prop impurity spiked in; evaporated on SAP 4 for 2 hours instead of 1 due to selection of F3S.;;STD started with an impurity;;,
00YLL22-043-096_S2,00YLL22-043-096,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F1S,12.46,1,10.2,36.40%,100%,"submitted post deployment test; LUK-PE0046-003=SID. 01x Prop impurity spiked in. Send to IO2 due to F3 elution of COI;""LpH",
00YLL22-043-097,00YLL22-043-097,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,10.03,1,9,0.00%,100%,";;;
2x COI; Prop impurity in vial to start. Send to IO2""",
00YLL22-043-098,00YLL22-043-098,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,0.00%,,ran SPE station prime method pre-sample submission.. Had to reinstall line to SPE valve post-run to fix,
00YLL22-043-099,00YLL22-043-099,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Knoevenagel condensation,0.1,,Gemini LpH,HLB,,,,,68.10%,,"F1=small; new solvents installed. Will check with 2nd sample. Manually removed from PurLCMS;SAP6-1;;""rerun QC; SAP5-1 misconfigured"";",
00YLL22-043-100,00YLL22-043-100,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F4L/F3S,12.66,1,24.4,22.70%,100%,,
00YLL22-043-101,00YLL22-043-101,TRUE,Complete,Completed & Shipped,,,,Knoevenagel condensation,0.1,,Gemini LpH,HLB,F3L/F4S,9.68,3,6,58.60%,100%,SAP4 froze while meta was spamming for ~45min. SAP4 needed a rack,
